match_group_id,cardinality,match_method,status,variance_inr,internal_txn_id,internal_amount,bank_line_id,bank_amount
MG00183,8:1,N:1 Batch (BATCHMAY003),MATCHED,0.0,TXNMAY00223,3668.79,BLMAY00222,95184.96
MG00183,8:1,N:1 Batch (BATCHMAY003),MATCHED,0.0,TXNMAY00227,13639.22,BLMAY00222,95184.96
MG00183,8:1,N:1 Batch (BATCHMAY003),MATCHED,0.0,TXNMAY00225,14320.43,BLMAY00222,95184.96
MG00183,8:1,N:1 Batch (BATCHMAY003),MATCHED,0.0,TXNMAY00224,12077.63,BLMAY00222,95184.96
MG00183,8:1,N:1 Batch (BATCHMAY003),MATCHED,0.0,TXNMAY00228,16036.72,BLMAY00222,95184.96
MG00183,8:1,N:1 Batch (BATCHMAY003),MATCHED,0.0,TXNMAY00229,12139.74,BLMAY00222,95184.96
MG00183,8:1,N:1 Batch (BATCHMAY003),MATCHED,0.0,TXNMAY00222,6895.33,BLMAY00222,95184.96
MG00184,6:1,N:1 Batch (BATCHMAY006),MATCHED,0.0,TXNMAY00247,1320.3,BLMAY00225,67098.9
MG00184,6:1,N:1 Batch (BATCHMAY006),MATCHED,0.0,TXNMAY00246,19114.87,BLMAY00225,67098.9
MG00184,6:1,N:1 Batch (BATCHMAY006),MATCHED,0.0,TXNMAY00245,17967.33,BLMAY00225,67098.9
MG00184,6:1,N:1 Batch (BATCHMAY006),MATCHED,0.0,TXNMAY00248,18518.19,BLMAY00225,67098.9
MG00184,6:1,N:1 Batch (BATCHMAY006),MATCHED,0.0,TXNMAY00244,2876.55,BLMAY00225,67098.9
MG00184,6:1,N:1 Batch (BATCHMAY006),MATCHED,0.0,TXNMAY00243,7301.66,BLMAY00225,67098.9
MG00185,6:1,N:1 Batch (BATCHMAY002),PARTIAL_MATCH,-211.67,TXNMAY00217,16593.57,BLMAY00221,60675.35
MG00185,6:1,N:1 Batch (BATCHMAY002),PARTIAL_MATCH,-211.67,TXNMAY00220,15221.82,BLMAY00221,60675.35
MG00185,6:1,N:1 Batch (BATCHMAY002),PARTIAL_MATCH,-211.67,TXNMAY00219,7777.37,BLMAY00221,60675.35
MG00185,6:1,N:1 Batch (BATCHMAY002),PARTIAL_MATCH,-211.67,TXNMAY00221,10251.52,BLMAY00221,60675.35
MG00185,6:1,N:1 Batch (BATCHMAY002),PARTIAL_MATCH,-211.67,TXNMAY00216,8033.8,BLMAY00221,60675.35
MG00185,6:1,N:1 Batch (BATCHMAY002),PARTIAL_MATCH,-211.67,TXNMAY00218,3008.94,BLMAY00221,60675.35
MG00186,1:3,1:N Partial Settlement,MATCHED,0.0,TXNMAY00208,59861.62,"BLMAY00218, BLMAY00217, BLMAY00219","10470.51, 28318.23, 21072.88"
MG00187,1:2,1:N Partial Settlement,MATCHED,0.0,TXNMAY00206,52646.44,"BLMAY00213, BLMAY00214","20170.13, 32476.31"
MG00188,1:2,1:N Partial Settlement,MATCHED,0.0,TXNMAY00204,53696.05,"BLMAY00209, BLMAY00208","30880.82, 22815.23"
MG00189,1:3,1:N Partial Settlement,MATCHED,0.0,TXNMAY00201,101533.16,"BLMAY00202, BLMAY00201, BLMAY00203","17107.92, 47179.2, 37246.04"
MG00190,1:2,1:N Partial Settlement,MATCHED,0.0,TXNMAY00203,60048.42,"BLMAY00207, BLMAY00206","34407.06, 25641.36"
MG00191,1:2,1:N Partial Settlement,MATCHED,0.0,TXNMAY00202,106511.26,"BLMAY00205, BLMAY00204","63521.14, 42990.12"
MG00192,1:2,1:N Partial Settlement,MATCHED,0.0,TXNMAY00207,65529.27,"BLMAY00216, BLMAY00215","39756.97, 25772.3"
MG00193,1:3,1:N Partial Settlement,MATCHED,0.0,TXNMAY00205,92090.4,"BLMAY00210, BLMAY00212, BLMAY00211","41753.03, 31042.18, 19295.19"
MG00194,5:1,N:M Net Settlement (M1010),MATCHED,0.0,TXNMAY00277,13643.68,BLMAY00232,73185.39
MG00194,5:1,N:M Net Settlement (M1010),MATCHED,0.0,TXNMAY00281,-3710.36,BLMAY00232,73185.39
MG00194,5:1,N:M Net Settlement (M1010),MATCHED,0.0,TXNMAY00278,23205.81,BLMAY00232,73185.39
MG00194,5:1,N:M Net Settlement (M1010),MATCHED,0.0,TXNMAY00280,16714.19,BLMAY00232,73185.39
MG00194,5:1,N:M Net Settlement (M1010),MATCHED,0.0,TXNMAY00279,23332.07,BLMAY00232,73185.39
MG00195,5:2,N:M Net Settlement (M1016),MATCHED,0.0,TXNMAY00273,9323.49,"BLMAY00230, BLMAY00231","29778.62, 19852.42"
MG00195,5:2,N:M Net Settlement (M1016),MATCHED,0.0,TXNMAY00276,-2735.49,"BLMAY00230, BLMAY00231","29778.62, 19852.42"
MG00195,5:2,N:M Net Settlement (M1016),MATCHED,0.0,TXNMAY00275,10590.58,"BLMAY00230, BLMAY00231","29778.62, 19852.42"
MG00195,5:2,N:M Net Settlement (M1016),MATCHED,0.0,TXNMAY00272,28712.98,"BLMAY00230, BLMAY00231","29778.62, 19852.42"
MG00195,5:2,N:M Net Settlement (M1016),MATCHED,0.0,TXNMAY00274,3739.48,"BLMAY00230, BLMAY00231","29778.62, 19852.42"
BL00001,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00315,31504.74,BLJUN00269,31504.74
BL00002,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00303,37052.7,BLJUN00257,37052.7
BL00003,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00311,48839.37,BLJUN00265,48839.37
BL00004,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00310,36317.7,BLJUN00264,36317.7
BL00005,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00316,52423.38,BLJUN00270,52423.38
BL00006,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00304,87630.92,BLJUN00258,87630.92
BL00007,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00308,89045.89,BLJUN00262,89045.89
BL00008,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00301,23081.74,BLJUN00255,23081.74
BL00009,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00314,52676.27,BLJUN00268,52676.27
BL00010,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00305,5133.1,BLJUN00259,5133.1
BL00011,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00306,83025.54,BLJUN00260,83025.54
BL00012,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00312,72414.34,BLJUN00266,72414.34
BL00013,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00313,39469.88,BLJUN00267,39469.88
BL00014,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00318,17688.53,BLJUN00272,17688.53
BL00015,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00299,89465.31,BLJUN00253,89465.31
BL00016,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00317,43913.55,BLJUN00271,43913.55
BL00017,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00319,89806.57,BLJUN00273,89806.57
BL00018,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00300,38932.56,BLJUN00254,38932.56
BL00019,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00302,86921.73,BLJUN00256,86921.73
BL00020,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00307,45672.6,BLJUN00261,45672.6
BL00021,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00309,37830.89,BLJUN00263,37830.89
BL00022,1:1,Backlog Cleared,MATCHED,0.0,TXNMAY00320,80081.11,BLJUN00274,80081.11
MG00196,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00443,64757.02,BLJUN00389,64757.02
MG00197,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00343,74559.58,BLJUN00289,74559.58
MG00198,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00477,8683.02,BLJUN00423,8683.02
MG00199,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00384,90548.29,BLJUN00330,90548.29
MG00200,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00471,67627.68,BLJUN00417,67627.68
MG00201,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00451,74138.91,BLJUN00397,74138.91
MG00202,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00404,78927.78,BLJUN00350,78927.78
MG00203,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00483,10076.82,BLJUN00429,10076.82
MG00204,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00376,48527.26,BLJUN00322,48527.26
MG00205,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00473,24196.95,BLJUN00419,24196.95
MG00206,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00432,60718.56,BLJUN00378,60718.56
MG00207,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00436,82388.21,BLJUN00382,82388.21
MG00208,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00406,4295.48,BLJUN00352,4295.48
MG00209,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00454,946.18,BLJUN00400,946.18
MG00210,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00353,18738.42,BLJUN00299,18738.42
MG00211,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00329,27902.54,BLJUN00275,27902.54
MG00212,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00389,70428.09,BLJUN00335,70428.09
MG00213,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00399,13146.6,BLJUN00345,13146.6
MG00214,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00460,70763.89,BLJUN00406,70763.89
MG00215,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00491,266.08,BLJUN00437,266.08
MG00216,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00330,13405.1,BLJUN00276,13405.1
MG00217,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00412,76869.96,BLJUN00358,76869.96
MG00218,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00410,75561.68,BLJUN00356,75561.68
MG00219,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00375,23727.76,BLJUN00321,23727.76
MG00220,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00461,5335.89,BLJUN00407,5335.89
MG00221,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00433,85039.64,BLJUN00379,85039.64
MG00222,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00339,75170.81,BLJUN00285,75170.81
MG00223,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00370,49467.34,BLJUN00316,49467.34
MG00224,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00338,62658.32,BLJUN00284,62658.32
MG00225,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00419,13178.8,BLJUN00365,13178.8
MG00226,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00337,75830.7,BLJUN00283,75830.7
MG00227,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00464,20088.98,BLJUN00410,20088.98
MG00228,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00465,41344.16,BLJUN00411,41344.16
MG00229,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00408,42509.58,BLJUN00354,42509.58
MG00230,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00447,29728.91,BLJUN00393,29728.91
MG00231,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00355,26292.31,BLJUN00301,26292.31
MG00232,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00345,91064.33,BLJUN00291,91064.33
MG00233,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00386,7552.39,BLJUN00332,7552.39
MG00234,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00438,7675.42,BLJUN00384,7675.42
MG00235,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00414,22663.22,BLJUN00360,22663.22
MG00236,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00479,9706.89,BLJUN00425,9706.89
MG00237,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00490,11497.47,BLJUN00436,11497.47
MG00238,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00358,41851.87,BLJUN00304,41851.87
MG00239,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00484,2980.34,BLJUN00430,2980.34
MG00240,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00493,72962.7,BLJUN00439,72962.7
MG00241,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00489,7719.2,BLJUN00435,7719.2
MG00242,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00435,14569.63,BLJUN00381,14569.63
MG00243,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00474,66643.82,BLJUN00420,66643.82
MG00244,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00423,93330.47,BLJUN00369,93330.47
MG00245,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00455,32112.88,BLJUN00401,32112.88
MG00246,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00378,81812.13,BLJUN00324,81812.13
MG00247,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00361,77488.39,BLJUN00307,77488.39
MG00248,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00459,83297.88,BLJUN00405,83297.88
MG00249,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00336,11040.87,BLJUN00282,11040.87
MG00250,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00364,82579.01,BLJUN00310,82579.01
MG00251,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00446,39739.22,BLJUN00392,39739.22
MG00252,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00359,40818.83,BLJUN00305,40818.83
MG00253,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00367,43505.09,BLJUN00313,43505.09
MG00254,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00409,6027.77,BLJUN00355,6027.77
MG00255,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00374,85202.18,BLJUN00320,85202.18
MG00256,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00373,58077.75,BLJUN00319,58077.75
MG00257,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00349,58745.11,BLJUN00295,58745.11
MG00258,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00371,12773.6,BLJUN00317,12773.6
MG00259,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00360,56802.27,BLJUN00306,56802.27
MG00260,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00467,69758.91,BLJUN00413,69758.91
MG00261,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00420,56053.03,BLJUN00366,56053.03
MG00262,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00400,11689.81,BLJUN00346,11689.81
MG00263,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00387,24422.25,BLJUN00333,24422.25
MG00264,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00393,85567.0,BLJUN00339,85567.0
MG00265,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00456,49263.57,BLJUN00402,49263.57
MG00266,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00426,61929.37,BLJUN00372,61929.37
MG00267,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00427,24991.85,BLJUN00373,24991.85
MG00268,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00480,80905.55,BLJUN00426,80905.55
MG00269,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00421,90139.15,BLJUN00367,90139.15
MG00270,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00470,21504.45,BLJUN00416,21504.45
MG00271,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00428,7356.48,BLJUN00374,7356.48
MG00272,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00346,58436.63,BLJUN00292,58436.63
MG00273,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00331,40149.45,BLJUN00277,40149.45
MG00274,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00448,3383.48,BLJUN00394,3383.48
MG00275,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00398,80874.07,BLJUN00344,80874.07
MG00276,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00401,15184.06,BLJUN00347,15184.06
MG00277,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00344,28700.02,BLJUN00290,28700.02
MG00278,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00394,60505.49,BLJUN00340,60505.49
MG00279,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00478,68807.65,BLJUN00424,68807.65
MG00280,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00425,40012.14,BLJUN00371,40012.14
MG00281,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00333,79992.87,BLJUN00279,79992.87
MG00282,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00365,47124.24,BLJUN00311,47124.24
MG00283,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00395,50449.92,BLJUN00341,50449.92
MG00284,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00462,39391.91,BLJUN00408,39391.91
MG00285,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00468,29254.4,BLJUN00414,29254.4
MG00286,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00381,51072.97,BLJUN00327,51072.97
MG00287,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00383,70525.46,BLJUN00329,70525.46
MG00288,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00466,19144.5,BLJUN00412,19144.5
MG00289,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00382,23414.46,BLJUN00328,23414.46
MG00290,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00413,23734.46,BLJUN00359,23734.46
MG00291,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00449,35541.23,BLJUN00395,35541.23
MG00292,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00444,45276.92,BLJUN00390,45276.92
MG00293,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00416,22291.06,BLJUN00362,22291.06
MG00294,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00332,56513.16,BLJUN00278,56513.16
MG00295,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00402,23768.73,BLJUN00348,23768.73
MG00296,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00487,48152.53,BLJUN00433,48152.53
MG00297,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00342,10156.05,BLJUN00288,10156.05
MG00298,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00424,65928.43,BLJUN00370,65928.43
MG00299,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00380,38365.78,BLJUN00326,38365.78
MG00300,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00388,4606.75,BLJUN00334,4606.75
MG00301,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00340,33887.09,BLJUN00286,33887.09
MG00302,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00441,74111.86,BLJUN00387,74111.86
MG00303,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00488,31602.29,BLJUN00434,31602.29
MG00304,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00372,83723.71,BLJUN00318,83723.71
MG00305,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00335,69879.35,BLJUN00281,69879.35
MG00306,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00418,81798.43,BLJUN00364,81798.43
MG00307,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00422,60856.53,BLJUN00368,60856.53
MG00308,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00437,3540.52,BLJUN00383,3540.52
MG00309,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00434,4477.45,BLJUN00380,4477.45
MG00310,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00351,40332.92,BLJUN00297,40332.92
MG00311,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00411,47851.76,BLJUN00357,47851.76
MG00312,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00397,60626.19,BLJUN00343,60626.19
MG00313,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00347,26623.17,BLJUN00293,26623.17
MG00314,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00391,73541.73,BLJUN00337,73541.73
MG00315,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00392,27878.63,BLJUN00338,27878.63
MG00316,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00463,17338.8,BLJUN00409,17338.8
MG00317,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00486,69100.27,BLJUN00432,69100.27
MG00318,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00430,28428.71,BLJUN00376,28428.71
MG00319,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00453,80937.79,BLJUN00399,80937.79
MG00320,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00379,6648.71,BLJUN00325,6648.71
MG00321,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00472,62971.65,BLJUN00418,62971.65
MG00322,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00452,16660.76,BLJUN00398,16660.76
MG00323,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00363,60286.23,BLJUN00309,60286.23
MG00324,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00457,47376.08,BLJUN00403,47376.08
MG00325,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00396,85267.99,BLJUN00342,85267.99
MG00326,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00431,611.53,BLJUN00377,611.53
MG00327,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00469,94571.01,BLJUN00415,94571.01
MG00328,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00341,24765.46,BLJUN00287,24765.46
MG00329,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00475,19176.25,BLJUN00421,19176.25
MG00330,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00450,79617.69,BLJUN00396,79617.69
MG00331,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00415,79527.03,BLJUN00361,79527.03
MG00332,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00362,67654.66,BLJUN00308,67654.66
MG00333,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00366,74941.77,BLJUN00312,74941.77
MG00334,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00429,15135.58,BLJUN00375,15135.58
MG00335,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00403,81223.47,BLJUN00349,81223.47
MG00336,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00439,37022.39,BLJUN00385,37022.39
MG00337,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00385,85515.28,BLJUN00331,85515.28
MG00338,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00352,17977.59,BLJUN00298,17977.59
MG00339,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00458,32765.08,BLJUN00404,32765.08
MG00340,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00476,3983.69,BLJUN00422,3983.69
MG00341,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00481,25672.32,BLJUN00427,25672.32
MG00342,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00354,79829.75,BLJUN00300,79829.75
MG00343,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00407,36513.61,BLJUN00353,36513.61
MG00344,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00442,54449.2,BLJUN00388,54449.2
MG00345,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00405,24773.26,BLJUN00351,24773.26
MG00346,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00492,43475.7,BLJUN00438,43475.7
MG00347,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00350,11330.91,BLJUN00296,11330.91
MG00348,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00485,6251.09,BLJUN00431,6251.09
MG00349,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00356,10976.74,BLJUN00302,10976.74
MG00350,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00334,57404.27,BLJUN00280,57404.27
MG00351,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00445,81567.75,BLJUN00391,81567.75
MG00352,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00390,54403.03,BLJUN00336,54403.03
MG00353,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00357,94031.25,BLJUN00303,94031.25
MG00354,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00369,62357.23,BLJUN00315,62357.23
MG00355,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00348,43602.9,BLJUN00294,43602.9
MG00356,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00482,26006.19,BLJUN00428,26006.19
